Order,Creative,Date,adgapid_booking,adgapid_creative,Creative target ad unit size,SP_Buchungsstandort,Total impressions,Total clicks,Total CTR,Total revenue,First quartiles,Midpoints,Third quartiles,Completes,Average viewing rate,Total Active View average viewable time (seconds)
X-ACE-26-001-Markenkampagne_Display [35955],Weddingv2,2026-08-29,adgapid_023_844242_00035955_055_0_0,,480x360v,,2211,4,0.0018,36.48,1992,1891,1832,1809,0.8859,13.6608
X-ACE-26-001-Markenkampagne_Display [35955],Weddingv2,2026-08-30,adgapid_023_844242_00035955_055_0_0,,480x360v,,2206,0,0.0,36.40,1946,1838,1787,1744,0.8707,13.5627
X-TDI-2026-39590-Back to Cool,Contest,2026-08-01,,,480x360v,München,42953,0,0.0,837.58,37168,36195,35942,35771,0.8653,18.5685
X-TDI-2026-39590-Back to Cool,Contest,2026-08-02,,,480x360v,München,48457,0,0.0,944.91,41912,40933,40599,40395,0.866,18.5572
X-TDI-2026-39590-Back to Cool,Contest,2026-08-03,,,480x360v,München,43980,0,0.0,857.61,37876,36941,36637,36435,0.8622,18.5299
X-TDI-2026-39590-Back to Cool,Contest,2026-08-04,,,480x360v,München,43177,0,0.0,841.95,37278,36372,36101,35937,0.8644,18.5798
X-TDI-2026-39590-Back to Cool,Contest,2026-08-05,,,480x360v,München,42547,0,0.0,829.67,36864,35932,35671,35496,0.8665,18.5638
X-TDI-2026-39590-Back to Cool,Contest,2026-08-06,,,480x360v,München,36004,0,0.0,702.08,30736,29952,29690,29521,0.8549,18.4826
X-TDI-2026-39590-Back to Cool,Contest,2026-08-07,,,480x360v,München,0,0,0.0,0.00,1,1,1,1,1.0,0.0
X-TDI-2026-39590-Back to Cool,Generic,2026-08-01,,,480x360v,München,42707,0,0.0,832.79,36952,36124,35815,35611,0.8667,18.5488
X-TDI-2026-39590-Back to Cool,Generic,2026-08-02,,,480x360v,München,48369,0,0.0,943.20,42012,41056,40685,40439,0.8691,18.5792
X-TDI-2026-39590-Back to Cool,Generic,2026-08-03,,,480x360v,München,43903,0,0.0,856.11,37680,36790,36445,36243,0.8597,18.4904
X-TDI-2026-39590-Back to Cool,Generic,2026-08-04,,,480x360v,München,43114,0,0.0,840.72,37197,36419,36107,35885,0.8652,18.5405
X-TDI-2026-39590-Back to Cool,Generic,2026-08-05,,,480x360v,München,42096,0,0.0,820.87,36357,35555,35235,35021,0.8652,18.5638
X-TDI-2026-39590-Back to Cool,Generic,2026-08-06,,,480x360v,München,36179,0,0.0,705.49,30721,29998,29740,29552,0.852,18.4261
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-10,,,480x360v,München,9989,16,0.0016,179.80,8854,8540,8427,8368,0.8763,18.2659
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-11,,,480x360v,München,16346,31,0.0019,294.23,14599,14168,13996,13882,0.8855,18.4231
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-12,,,480x360v,München,18552,34,0.0018,333.94,16591,16115,15891,15763,0.8867,18.4656
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-13,,,480x360v,München,32993,62,0.0019,593.87,29870,29159,28844,28649,0.9,18.6327
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-14,,,480x360v,München,25718,38,0.0015,462.92,23248,22752,22532,22385,0.9005,18.688
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-15,,,480x360v,München,32181,53,0.0016,579.26,29010,28282,27990,27804,0.8957,18.6013
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-16,,,480x360v,München,35683,62,0.0017,642.29,32257,31468,31151,30929,0.8984,18.6167
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-17,,,480x360v,München,41473,65,0.0016,746.51,37550,36683,36308,36068,0.9002,18.6772
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-18,,,480x360v,München,39521,69,0.0017,711.38,35864,35028,34675,34491,0.9019,18.6709
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-19,,,480x360v,München,36243,54,0.0015,652.37,32499,31686,31316,31089,0.8902,18.5351
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-20,,,480x360v,München,9686,12,0.0012,174.35,8695,8462,8367,8319,0.8902,18.4564
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-21,,,480x360v,München,2759,6,0.0022,49.66,2477,2419,2397,2383,0.8949,18.5271
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-22,,,480x360v,München,2730,6,0.0022,49.14,2474,2407,2374,2353,0.8968,18.5286
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-23,,,480x360v,München,2803,8,0.0029,50.45,2553,2487,2460,2445,0.9019,18.6132
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-24,,,480x360v,München,2733,4,0.0015,49.19,2441,2380,2361,2341,0.8902,18.6335
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-25,,,480x360v,München,2720,2,0.0007,48.96,2480,2431,2404,2389,0.9054,18.7147
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-26,,,480x360v,München,2816,9,0.0032,50.69,2554,2501,2477,2460,0.9029,18.6911
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-27,,,480x360v,München,2781,5,0.0018,50.06,2526,2457,2442,2429,0.9005,18.6295
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-28,,,480x360v,München,2798,6,0.0021,50.36,2515,2446,2409,2392,0.8912,18.4465
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-29,,,480x360v,München,2813,7,0.0025,50.63,2513,2444,2413,2393,0.8871,18.4378
X-TDI-2026-39691- Back to Cool-AT,Contest,2026-08-30,,,480x360v,München,2641,1,0.0004,47.54,2385,2315,2292,2279,0.8956,18.6423
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-10,,,480x360v,München,10099,22,0.0022,181.78,8905,8658,8533,8457,0.8754,18.2716
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-11,,,480x360v,München,16180,21,0.0013,291.24,14514,14084,13937,13803,0.889,18.3935
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-12,,,480x360v,München,18519,35,0.0019,333.34,16625,16161,15956,15803,0.8905,18.4339
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-13,,,480x360v,München,32435,74,0.0023,583.83,29417,28740,28450,28241,0.9021,18.6333
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-14,,,480x360v,München,25807,44,0.0017,464.53,23319,22847,22586,22451,0.9002,18.6478
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-15,,,480x360v,München,31831,54,0.0017,572.96,28740,28027,27722,27534,0.8967,18.6019
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-16,,,480x360v,München,35812,58,0.0016,644.62,32276,31546,31174,30949,0.8964,18.5874
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-17,,,480x360v,München,41613,65,0.0016,749.03,37728,36859,36475,36205,0.9012,18.6763
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-18,,,480x360v,München,39525,71,0.0018,711.45,35834,35050,34664,34429,0.9016,18.6604
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-19,,,480x360v,München,36027,67,0.0019,648.49,32347,31628,31319,31088,0.8931,18.6077
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-20,,,480x360v,München,9646,15,0.0016,173.63,8674,8461,8368,8312,0.8939,18.5133
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-21,,,480x360v,München,2714,5,0.0018,48.85,2477,2414,2385,2364,0.9041,18.5397
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-22,,,480x360v,München,2764,3,0.0011,49.75,2477,2422,2391,2373,0.8928,18.5147
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-23,,,480x360v,München,2699,6,0.0022,48.58,2429,2376,2348,2340,0.8977,18.626
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-24,,,480x360v,München,2754,0,0.0,49.57,2477,2423,2404,2381,0.8953,18.586
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-25,,,480x360v,München,2786,3,0.0011,50.15,2525,2465,2438,2418,0.8992,18.5508
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-26,,,480x360v,München,2700,3,0.0011,48.60,2415,2362,2343,2336,0.893,18.6065
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-27,,,480x360v,München,2780,6,0.0022,50.04,2505,2454,2434,2422,0.8985,18.6486
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-28,,,480x360v,München,2738,3,0.0011,49.28,2448,2394,2360,2341,0.89,18.546
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-29,,,480x360v,München,2700,8,0.003,48.60,2417,2362,2338,2319,0.8913,18.3612
X-TDI-2026-39691- Back to Cool-AT,Generic,2026-08-30,,,480x360v,München,2603,5,0.0019,46.85,2347,2296,2272,2256,0.8972,18.6105
